CODUSU;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH06;CH10;NIVEL_ED;ESTADO;CAT_OCUP;PP07C;PP07H;PP3E_TOT;P21;TOT_P12;P47T;IPCF
TQRMNOP118554;2025;1;41;S;8;1050;2;2;28;1;5;2;;;;;0;0;0;80400
TQRMNOP118555;2025;1;40;N;23;640;2;1;46;2;6;1;3;1;1;55;897000;120000;1017000;119900
TQRMNOP118556;2025;1;40;N;22;540;1;2;79;1;4;3;;;;;0;0;0;228400
TQRMNOP118557;2025;1;1;S;33;248;2;1;36;2;5;1;2;1;1;40;1182000;51000;1233000;212500
TQRMNOP118558;2025;1;42;N;27;860;2;2;30;2;2;1;2;2;2;12;106000;0;106000;135500
TQRMNOP118559;2025;1;40;N;23;1347;1;1;45;2;2;1;3;2;2;50;435000;0;435000;265700
TQRMNOP118560;2025;1;43;S;36;1129;1;1;63;2;2;3;;;;;0;165000;165000;298700
TQRMNOP118561;2025;1;43;N;29;1537;1;1;40;2;6;3;;;;;0;0;0;304400
TQRMNOP118562;2025;1;40;S;7;793;1;2;25;2;3;3;;;;;0;0;0;35900
TQRMNOP118563;2025;1;42;S;10;1660;1;2;31;2;4;1;3;2;2;30;-9;0;0;65400
TQRMNOP118564;2025;1;43;S;17;1123;3;1;14;1;1;3;;;;;0;0;0;297300
TQRMNOP118565;2025;1;40;N;23;926;1;2;53;2;4;1;2;1;1;30;422000;0;422000;349300
TQRMNOP118566;2025;1;43;S;30;970;1;1;67;2;5;1;3;1;1;46;620000;0;620000;163400
TQRMNOP118567;2025;1;42;S;10;2081;3;2;15;1;2;3;;;;;0;0;0;120700
TQRMNOP118568;2025;1;43;N;38;1313;2;1;44;2;4;1;3;1;1;46;1472000;0;1472000;161300
TQRMNOP118569;2025;1;1;S;33;1107;1;2;72;2;4;1;3;1;1;51;690000;0;690000;190200
TQRMNOP118570;2025;1;1;S;33;1415;6;2;56;2;3;1;1;2;2;19;648000;0;648000;295500
TQRMNOP118571;2025;1;42;N;27;447;2;2;58;2;6;1;3;1;1;27;564000;0;564000;92500
TQRMNOP118572;2025;1;1;S;33;905;1;1;22;2;3;1;3;2;2;26;556000;0;556000;146400
TQRMNOP118573;2025;1;44;N;2;944;3;2;2;1;1;4;;;;;;;;120000
TQRMNOP118574;2025;1;1;S;33;1612;3;2;7;1;1;4;;;;;;;;1167300
TQRMNOP118575;2025;1;1;S;33;813;2;1;69;2;2;1;2;1;2;33;700000;0;700000;201300
TQRMNOP118576;2025;1;1;S;32;937;3;2;8;1;1;4;;;;;;;;135700
TQRMNOP118577;2025;1;43;S;36;679;2;1;53;2;4;1;3;1;1;34;614000;0;614000;249800
TQRMNOP118578;2025;1;41;N;12;1941;3;2;2;1;2;4;;;;;;;;201300
TQRMNOP118579;2025;1;1;S;33;850;6;1;48;2;3;1;3;3;2;32;528000;0;528000;115800
TQRMNOP118580;2025;1;1;S;33;1057;2;1;43;2;6;1;3;1;1;48;1447000;0;1447000;101400
TQRMNOP118581;2025;1;40;N;23;123;3;1;11;1;3;3;;;;;0;0;0;246800
TQRMNOP118582;2025;1;43;N;38;706;3;2;18;1;5;1;2;1;1;32;1305000;0;1305000;51100
TQRMNOP118583;2025;1;42;S;10;778;1;1;77;2;6;3;;;;;0;0;0;177700
TQRMNOP118584;2025;1;41;S;8;1294;3;1;3;1;3;4;;;;;;;;205800
TQRMNOP118585;2025;1;1;S;33;1139;3;1;4;1;1;4;;;;;;;;102500
TQRMNOP118586;2025;1;43;S;20;983;2;2;38;2;4;1;3;1;1;55;824000;0;824000;136500
TQRMNOP118587;2025;1;43;N;29;891;6;2;30;2;6;3;;;;;0;0;0;146100
TQRMNOP118588;2025;1;1;S;32;342;1;2;50;2;2;1;3;2;2;32;291000;37000;328000;297000
TQRMNOP118589;2025;1;43;N;38;1372;1;2;32;2;1;3;;;;;0;52000;52000;223100
TQRMNOP118590;2025;1;1;S;33;998;6;1;80;2;2;3;;;;;0;0;0;99700
TQRMNOP118591;2025;1;42;N;25;1106;1;1;72;2;3;3;;;;;0;0;0;210800
TQRMNOP118592;2025;1;1;S;32;583;3;1;7;1;1;4;;;;;;;;71000
TQRMNOP118593;2025;1;41;N;12;1197;1;2;42;2;6;3;;;;;0;0;0;134300
TQRMNOP118594;2025;1;43;S;20;227;1;1;57;1;3;1;3;1;1;58;745000;0;745000;83800
TQRMNOP118595;2025;1;1;S;32;1573;3;2;63;2;5;1;3;1;1;36;-9;0;0;155300
TQRMNOP118596;2025;1;43;S;19;1202;2;1;43;1;6;1;3;1;1;64;2770000;59000;2829000;383600
TQRMNOP118597;2025;1;40;N;9;879;3;2;4;1;1;4;;;;;;;;129400
TQRMNOP118598;2025;1;43;N;26;1290;1;1;73;2;4;3;;;;;0;0;0;165100
TQRMNOP118599;2025;1;43;N;29;1254;3;1;25;2;6;1;3;3;1;50;632000;0;632000;106600
TQRMNOP118600;2025;1;40;N;9;1212;1;2;68;2;5;3;;;;;0;0;0;134500
TQRMNOP118601;2025;1;43;N;26;1103;2;2;27;2;4;3;;;;;0;84000;84000;65800
TQRMNOP118602;2025;1;44;N;2;1076;3;1;19;1;5;3;;;;;0;104000;104000;110300
TQRMNOP118603;2025;1;43;N;29;1773;3;2;8;1;2;4;;;;;;;;239100
TQRMNOP118604;2025;1;42;S;10;826;3;1;55;2;5;3;;;;;0;0;0;307000
TQRMNOP118605;2025;1;43;N;29;1210;9;2;30;2;3;2;;;;;0;0;0;148900
TQRMNOP118606;2025;1;41;S;8;212;1;1;88;2;3;3;;;;;0;0;0;107400
TQRMNOP118607;2025;1;43;S;17;1341;3;1;26;2;4;2;;;;;0;0;0;245200
TQRMNOP118608;2025;1;41;S;8;1298;3;2;36;2;5;1;3;2;2;38;329000;88000;417000;151100
TQRMNOP118609;2025;1;43;N;29;1250;1;2;38;2;4;1;2;1;1;35;326000;0;326000;144700
TQRMNOP118610;2025;1;1;S;32;1055;6;2;82;2;6;3;;;;;0;0;0;119300
TQRMNOP118611;2025;1;42;S;10;1092;3;2;58;2;3;1;3;1;1;26;489000;81000;570000;233600
TQRMNOP118612;2025;1;42;S;10;1133;3;1;19;2;3;3;;;;;0;83000;83000;65500
TQRMNOP118613;2025;1;1;S;32;1400;1;1;34;2;2;1;3;1;1;49;908000;0;908000;99800
TQRMNOP118614;2025;1;41;N;15;745;1;2;38;2;6;3;;;;;0;0;0;220800
TQRMNOP118615;2025;1;1;S;32;723;3;2;7;1;1;4;;;;;;;;115900
TQRMNOP118616;2025;1;1;S;32;1402;3;1;5;1;1;4;;;;;;;;177300
TQRMNOP118617;2025;1;42;N;27;1927;3;2;33;2;6;3;;;;;0;0;0;154200
TQRMNOP118618;2025;1;44;N;6;1739;1;2;59;2;5;1;3;1;1;52;-9;0;0;140200
TQRMNOP118619;2025;1;43;S;20;1696;3;2;16;1;2;3;;;;;0;0;0;376900
TQRMNOP118620;2025;1;40;N;23;1665;1;2;72;2;2;3;;;;;0;0;0;170200
TQRMNOP118621;2025;1;44;N;4;1323;2;1;87;2;4;3;;;;;0;0;0;261900
TQRMNOP118622;2025;1;44;N;2;470;1;1;55;2;5;1;1;1;1;61;613000;0;613000;105100
TQRMNOP118623;2025;1;42;N;27;1505;2;2;70;2;6;1;3;1;1;40;1047000;0;1047000;102100
TQRMNOP118624;2025;1;43;S;17;622;3;1;6;1;1;4;;;;;;;;42700
TQRMNOP118625;2025;1;1;S;32;2022;3;2;7;1;1;4;;;;;;;;153200
TQRMNOP118626;2025;1;41;N;12;1222;3;1;1;1;2;4;;;;;;;;244300
TQRMNOP118627;2025;1;1;S;33;858;2;1;34;2;6;1;3;3;2;35;-9;0;0;214000
TQRMNOP118628;2025;1;42;S;10;559;1;1;32;2;4;1;3;2;2;29;608000;0;608000;154900
TQRMNOP118629;2025;1;1;S;33;1219;2;2;41;2;4;1;1;1;1;31;560000;88000;648000;62700
TQRMNOP118630;2025;1;41;N;15;90;2;2;47;2;4;3;;;;;0;0;0;118400
TQRMNOP118631;2025;1;42;S;10;1160;3;1;9;1;3;4;;;;;;;;181400
TQRMNOP118632;2025;1;1;S;33;164;3;2;14;1;1;1;3;2;2;21;109000;0;109000;82800
TQRMNOP118633;2025;1;40;N;9;704;2;2;27;2;3;1;3;2;2;3;340000;0;340000;147800
TQRMNOP118634;2025;1;1;S;33;576;3;2;3;1;3;4;;;;;;;;291900
TQRMNOP118635;2025;1;40;N;22;962;3;2;40;2;6;1;3;1;2;12;191000;0;191000;274500
TQRMNOP118636;2025;1;40;N;22;1595;3;2;1;1;3;4;;;;;;;;62600
TQRMNOP118637;2025;1;1;S;33;1815;2;2;37;2;2;3;;;;;0;0;0;247900
TQRMNOP118638;2025;1;42;S;10;653;9;2;32;2;4;3;;;;;0;0;0;124000
TQRMNOP118639;2025;1;44;N;4;1141;2;1;75;2;1;3;;;;;0;0;0;181300
TQRMNOP118640;2025;1;1;S;33;1184;3;1;20;2;4;3;;;;;0;0;0;258700
TQRMNOP118641;2025;1;40;S;7;841;9;2;74;2;2;3;;;;;0;0;0;88700
TQRMNOP118642;2025;1;44;N;14;1328;3;2;29;1;5;2;;;;;0;0;0;265100
TQRMNOP118643;2025;1;1;S;33;1366;1;2;58;2;4;1;3;1;1;41;1491000;0;1491000;191400
TQRMNOP118644;2025;1;40;N;22;1465;9;2;45;2;6;1;3;1;1;49;1636000;116000;1752000;159700
TQRMNOP118645;2025;1;40;N;22;883;2;2;68;2;3;3;;;;;0;0;0;67200
TQRMNOP118646;2025;1;41;N;12;904;2;1;56;2;4;1;3;3;2;41;521000;0;521000;74000
TQRMNOP118647;2025;1;41;N;12;1393;2;2;52;2;2;2;;;;;0;0;0;94100
TQRMNOP118648;2025;1;41;S;8;636;2;2;57;2;6;1;3;1;1;26;242000;0;242000;194000
TQRMNOP118649;2025;1;1;S;33;1127;3;2;15;1;3;3;;;;;0;0;0;83600
TQRMNOP118650;2025;1;43;S;20;840;3;2;15;1;2;3;;;;;0;0;0;123500
TQRMNOP118651;2025;1;1;S;33;1532;5;1;1;1;3;4;;;;;;;;200900
TQRMNOP118652;2025;1;41;N;12;1969;10;1;27;2;4;1;2;2;2;58;366000;0;366000;249000
TQRMNOP118653;2025;1;42;N;27;1524;3;1;9;1;3;4;;;;;;;;171500
TQRMNOP118654;2025;1;1;S;33;1211;2;1;33;2;6;1;3;1;1;41;1831000;0;1831000;111500
TQRMNOP118655;2025;1;1;S;33;732;1;1;32;2;5;1;3;1;1;51;1270000;0;1270000;127200
TQRMNOP118656;2025;1;42;N;25;1987;3;1;1;1;2;4;;;;;;;;104800
TQRMNOP118657;2025;1;40;N;22;912;1;1;47;2;4;1;3;1;1;36;779000;0;779000;389500
TQRMNOP118658;2025;1;43;S;20;1398;9;2;11;1;1;3;;;;;0;0;0;133500
TQRMNOP118659;2025;1;1;S;32;1619;3;2;29;2;3;3;;;;;0;0;0;62200
TQRMNOP118660;2025;1;41;N;12;1530;1;1;57;2;3;3;;;;;0;0;0;138700
TQRMNOP118661;2025;1;44;N;4;898;1;1;20;1;5;3;;;;;0;0;0;235000
TQRMNOP118662;2025;1;40;S;7;1591;3;2;4;1;2;4;;;;;;;;113500
TQRMNOP118663;2025;1;1;S;32;964;3;1;0;1;2;4;;;;;;;;102600
TQRMNOP118664;2025;1;43;S;19;911;3;1;17;1;3;3;;;;;0;0;0;48500
TQRMNOP118665;2025;1;1;S;33;1040;5;2;11;1;3;3;;;;;0;0;0;158500
TQRMNOP118666;2025;1;1;S;32;2064;1;2;69;2;4;1;2;3;2;24;975000;0;975000;126000
TQRMNOP118667;2025;1;1;S;32;726;1;2;36;2;2;1;1;2;2;38;482000;174000;656000;65600
TQRMNOP118668;2025;1;43;S;30;1813;3;1;27;2;1;1;3;2;2;25;218000;0;218000;299200
TQRMNOP118669;2025;1;44;N;2;312;3;2;7;1;3;4;;;;;;;;107300
TQRMNOP118670;2025;1;43;S;19;1086;2;2;19;2;4;3;;;;;0;36000;36000;89300
TQRMNOP118671;2025;1;40;N;23;1717;2;2;70;2;4;3;;;;;0;0;0;308600
TQRMNOP118672;2025;1;41;N;15;1428;3;1;4;1;2;4;;;;;;;;175600
TQRMNOP118673;2025;1;1;S;32;915;9;1;32;2;4;1;1;2;2;28;469000;0;469000;58000
TQRMNOP118674;2025;1;1;S;32;1357;2;1;25;2;5;1;2;1;1;38;593000;0;593000;56200
TQRMNOP118675;2025;1;1;S;33;1535;3;2;26;1;5;3;;;;;0;0;0;130700
TQRMNOP118676;2025;1;43;N;34;941;5;1;13;1;1;3;;;;;0;37000;37000;237200
TQRMNOP118677;2025;1;43;N;34;1386;3;2;32;2;6;1;2;1;1;28;691000;0;691000;244400
TQRMNOP118678;2025;1;41;N;15;1266;6;1;42;2;4;2;;;;;0;0;0;83900
TQRMNOP118679;2025;1;41;S;8;1325;1;1;53;2;1;1;3;2;2;30;310000;0;310000;189200
TQRMNOP118680;2025;1;41;N;12;1218;1;1;46;2;3;1;2;1;1;16;358000;0;358000;39200
TQRMNOP118681;2025;1;43;S;30;1421;3;2;0;1;2;4;;;;;;;;219300
TQRMNOP118682;2025;1;44;N;4;1089;3;2;7;1;3;4;;;;;;;;395400
TQRMNOP118683;2025;1;40;N;22;1409;1;2;42;2;4;1;3;1;2;10;466000;0;466000;76000
TQRMNOP118684;2025;1;43;N;26;1272;1;2;34;2;6;1;3;1;1;10;592000;0;592000;270100
TQRMNOP118685;2025;1;43;N;34;1393;3;2;5;1;2;4;;;;;;;;233300
TQRMNOP118686;2025;1;40;S;7;1223;5;2;6;1;1;4;;;;;;;;223400
TQRMNOP118687;2025;1;40;N;9;1014;1;2;40;2;3;1;3;3;2;21;311000;0;311000;81400
TQRMNOP118688;2025;1;1;S;32;1023;2;2;29;2;4;3;;;;;0;0;0;278300
TQRMNOP118689;2025;1;1;S;33;733;1;2;82;2;3;3;;;;;0;0;0;54700
TQRMNOP118690;2025;1;44;S;13;371;1;1;21;1;5;3;;;;;0;0;0;297600
TQRMNOP118691;2025;1;40;N;23;1046;3;2;8;1;2;4;;;;;;;;122000
TQRMNOP118692;2025;1;43;S;36;709;1;2;57;2;6;1;1;1;2;20;1127000;0;1127000;175100
TQRMNOP118693;2025;1;43;N;34;2112;2;2;31;2;4;1;3;1;1;48;913000;0;913000;124100
TQRMNOP118694;2025;1;43;S;19;1448;3;1;10;1;1;3;;;;;0;63000;63000;318800
TQRMNOP118695;2025;1;40;S;7;1271;1;2;32;3;2;1;3;3;2;18;212000;0;212000;241600
TQRMNOP118696;2025;1;40;N;23;1232;9;2;38;2;4;1;2;1;1;34;426000;0;426000;439200
TQRMNOP118697;2025;1;43;S;20;491;1;1;39;2;6;2;;;;;0;0;0;254600
TQRMNOP118698;2025;1;43;N;29;1246;1;1;31;1;4;1;3;1;1;58;651000;0;651000;156600
TQRMNOP118699;2025;1;40;N;22;740;3;2;17;1;3;3;;;;;0;0;0;156800
TQRMNOP118700;2025;1;43;N;34;832;1;1;24;1;6;1;3;2;2;41;1442000;67000;1509000;259800
TQRMNOP118701;2025;1;40;N;9;570;2;2;46;2;4;1;2;2;2;12;245000;0;245000;101300
TQRMNOP118702;2025;1;44;N;93;743;3;2;13;1;7;3;;;;;0;0;0;194700
TQRMNOP118703;2025;1;44;N;6;1421;1;2;44;2;1;3;;;;;0;0;0;165500
TQRMNOP118704;2025;1;40;S;7;517;1;2;19;2;5;1;3;1;1;31;573000;0;573000;231900
TQRMNOP118705;2025;1;1;S;32;1276;2;1;61;2;4;1;2;1;1;999;890000;0;890000;191500
TQRMNOP118706;2025;1;42;N;27;761;2;1;42;2;3;1;3;1;1;28;776000;0;776000;368500
TQRMNOP118707;2025;1;42;S;10;1179;3;1;8;1;3;4;;;;;;;;145500
TQRMNOP118708;2025;1;1;S;32;757;1;2;43;2;6;1;3;1;1;54;962000;0;962000;298700
TQRMNOP118709;2025;1;1;S;32;1257;1;2;63;2;4;3;;;;;0;0;0;147100
TQRMNOP118710;2025;1;40;N;23;779;3;1;11;1;3;3;;;;;0;0;0;157300
TQRMNOP118711;2025;1;42;N;25;1132;1;2;59;2;6;1;1;1;1;45;949000;0;949000;122800
TQRMNOP118712;2025;1;43;N;34;1193;3;1;0;1;2;4;;;;;;;;225900
TQRMNOP118713;2025;1;40;N;9;1454;3;1;10;1;1;3;;;;;0;0;0;243200
TQRMNOP118714;2025;1;1;S;33;1445;1;1;70;2;5;3;;;;;0;64000;64000;124200
TQRMNOP118715;2025;1;1;S;32;772;2;1;41;1;2;1;3;2;2;35;712000;0;712000;193800
TQRMNOP118716;2025;1;40;N;22;703;1;1;48;2;4;1;2;1;1;8;469000;84000;553000;62600
TQRMNOP118717;2025;1;43;N;29;910;6;1;55;2;2;3;;;;;0;0;0;168400
TQRMNOP118718;2025;1;43;S;36;1657;2;2;69;2;6;3;;;;;0;0;0;211100
TQRMNOP118719;2025;1;41;N;12;1173;3;2;17;1;2;3;;;;;0;0;0;217200
TQRMNOP118720;2025;1;40;S;7;1599;1;1;39;2;4;1;3;1;1;41;-9;44000;43991;149000
TQRMNOP118721;2025;1;44;N;93;1480;1;2;41;2;4;3;;;;;0;0;0;163900
TQRMNOP118722;2025;1;1;S;33;1136;1;2;40;2;5;3;;;;;0;0;0;90600
TQRMNOP118723;2025;1;42;S;10;1546;1;1;38;2;4;3;;;;;0;0;0;433700
TQRMNOP118724;2025;1;1;S;32;1215;2;1;24;2;4;3;;;;;0;0;0;158400
TQRMNOP118725;2025;1;41;N;15;1535;1;1;44;2;3;1;3;1;1;41;723000;0;723000;50900
TQRMNOP118726;2025;1;43;S;19;1717;2;2;24;1;5;1;2;1;1;6;462000;0;462000;95200
TQRMNOP118727;2025;1;43;S;19;1374;9;2;68;2;4;3;;;;;0;137000;137000;120000
TQRMNOP118728;2025;1;42;N;25;1366;3;1;5;1;1;4;;;;;;;;126200
TQRMNOP118729;2025;1;43;S;30;1091;3;2;9;1;2;4;;;;;;;;222900
TQRMNOP118730;2025;1;42;S;10;1544;1;1;58;2;4;3;;;;;0;0;0;267000
TQRMNOP118731;2025;1;42;S;10;1531;1;1;45;2;6;1;2;1;1;34;1592000;130000;1722000;121500
TQRMNOP118732;2025;1;43;S;19;665;3;1;21;2;3;1;3;2;2;43;652000;44000;696000;172200
TQRMNOP118733;2025;1;43;S;36;1760;3;1;0;1;2;4;;;;;;;;61600
TQRMNOP118734;2025;1;1;S;33;1436;2;2;61;2;4;3;;;;;0;0;0;184000
TQRMNOP118735;2025;1;1;S;33;1270;1;2;93;2;1;3;;;;;0;0;0;240800
TQRMNOP118736;2025;1;43;S;36;1374;1;2;74;2;4;3;;;;;0;0;0;142400
TQRMNOP118737;2025;1;43;S;36;1551;2;2;48;2;2;1;3;1;2;28;560000;0;560000;226000
TQRMNOP118738;2025;1;41;N;12;790;3;2;28;2;6;1;1;1;1;49;-9;67000;66991;211200
TQRMNOP118739;2025;1;40;N;23;782;3;1;19;1;5;1;2;1;1;45;641000;0;641000;86300
TQRMNOP118740;2025;1;42;N;27;874;1;1;72;2;2;3;;;;;0;0;0;224300
TQRMNOP118741;2025;1;1;S;32;681;1;1;19;2;5;1;1;2;2;42;745000;0;745000;207800
TQRMNOP118742;2025;1;1;S;33;1541;3;1;9;1;1;4;;;;;;;;94000
TQRMNOP118743;2025;1;1;S;33;1073;3;2;1;1;3;4;;;;;;;;69300
TQRMNOP118744;2025;1;44;S;13;563;1;2;67;2;6;1;3;1;1;48;717000;0;717000;95100
TQRMNOP118745;2025;1;42;S;10;1624;5;2;9;1;3;4;;;;;;;;139600
TQRMNOP118746;2025;1;1;S;32;1145;2;1;40;2;2;1;3;1;2;36;619000;55000;674000;89200
TQRMNOP118747;2025;1;41;N;15;557;1;1;72;2;1;1;3;2;2;29;121000;0;121000;116000
TQRMNOP118748;2025;1;44;S;13;1034;1;2;51;2;6;1;3;1;1;57;1582000;36000;1618000;179800
TQRMNOP118749;2025;1;1;S;33;813;1;2;60;2;6;1;3;1;1;49;-9;0;0;355900
TQRMNOP118750;2025;1;43;S;17;1432;1;2;37;2;1;3;;;;;0;0;0;136900
TQRMNOP118751;2025;1;40;S;7;1799;1;2;37;2;5;1;1;1;1;35;1301000;0;1301000;343700
TQRMNOP118752;2025;1;43;S;17;1195;1;2;35;2;1;1;2;3;2;29;192000;0;192000;126800
TQRMNOP118753;2025;1;42;N;25;1605;1;2;40;2;4;3;;;;;0;0;0;127200
TQRMNOP118754;2025;1;40;N;9;1750;1;2;53;2;6;1;3;1;1;46;1036000;0;1036000;83600
TQRMNOP118755;2025;1;40;N;23;1354;2;2;41;2;4;3;;;;;0;0;0;145700
TQRMNOP118756;2025;1;1;S;33;1649;5;1;17;1;3;3;;;;;0;0;0;167400
TQRMNOP118757;2025;1;1;S;32;1559;2;2;62;2;2;1;3;1;2;16;379000;0;379000;611500
TQRMNOP118758;2025;1;41;N;15;958;1;2;32;2;3;1;1;2;2;27;190000;0;190000;156800
TQRMNOP118759;2025;1;1;S;33;1396;1;2;61;2;3;3;;;;;0;0;0;241800
TQRMNOP118760;2025;1;40;N;9;1771;1;1;55;2;5;1;2;1;1;42;1957000;0;1957000;210000
TQRMNOP118761;2025;1;1;S;32;1295;1;1;32;2;4;1;3;1;1;29;1311000;0;1311000;247000
TQRMNOP118762;2025;1;44;N;2;587;1;2;58;2;5;1;1;1;1;38;2260000;0;2260000;236800
TQRMNOP118763;2025;1;42;N;25;1663;1;1;58;2;4;1;3;1;1;39;2455000;0;2455000;97800
TQRMNOP118764;2025;1;1;S;33;1307;1;1;21;1;5;1;3;1;2;33;690000;90000;780000;156200
TQRMNOP118765;2025;1;1;S;33;1089;1;2;32;2;6;1;3;1;2;28;731000;0;731000;200200
TQRMNOP118766;2025;1;40;N;9;1149;2;2;28;1;4;1;2;2;2;38;189000;0;189000;143600
TQRMNOP118767;2025;1;41;N;15;898;6;2;46;2;3;3;;;;;0;0;0;126700
TQRMNOP118768;2025;1;41;N;15;815;9;2;38;2;6;2;;;;;0;0;0;105300
TQRMNOP118769;2025;1;40;S;7;1278;3;1;9;1;1;4;;;;;;;;70800
TQRMNOP118770;2025;1;42;N;27;242;9;1;60;2;1;3;;;;;0;0;0;337000
TQRMNOP118771;2025;1;43;N;29;1104;1;1;43;2;6;1;3;1;1;51;1141000;0;1141000;77500
TQRMNOP118772;2025;1;40;N;23;504;2;1;22;1;5;1;1;1;1;46;1030000;0;1030000;99900
TQRMNOP118773;2025;1;1;S;32;967;5;2;0;1;1;4;;;;;;;;83700
TQRMNOP118774;2025;1;42;N;25;1296;1;1;33;2;5;3;;;;;0;0;0;346000
TQRMNOP118775;2025;1;42;N;25;1627;3;2;16;1;1;3;;;;;0;0;0;143700
TQRMNOP118776;2025;1;40;N;22;460;3;1;13;1;1;1;2;2;2;25;283000;0;283000;217500
TQRMNOP118777;2025;1;40;N;23;1824;1;1;70;1;6;3;;;;;0;0;0;231700
TQRMNOP118778;2025;1;1;S;33;1050;3;1;6;1;2;4;;;;;;;;606200
TQRMNOP118779;2025;1;42;N;25;1019;2;1;42;2;6;1;3;1;1;54;1243000;0;1243000;130600
TQRMNOP118780;2025;1;1;S;32;402;3;2;1;1;2;4;;;;;;;;124300
TQRMNOP118781;2025;1;43;S;20;685;1;1;49;2;1;1;1;1;1;30;467000;0;467000;56200
TQRMNOP118782;2025;1;44;N;93;1686;3;1;9;1;3;4;;;;;;;;110500
TQRMNOP118783;2025;1;1;S;33;888;2;1;95;2;4;3;;;;;0;150000;150000;148800
TQRMNOP118784;2025;1;1;S;32;1469;2;2;71;2;2;3;;;;;0;0;0;74900
TQRMNOP118785;2025;1;43;S;17;90;2;2;57;2;6;3;;;;;0;0;0;229500
TQRMNOP118786;2025;1;43;S;19;1012;3;2;25;2;1;3;;;;;0;0;0;194000
TQRMNOP118787;2025;1;41;N;12;1223;5;2;10;1;1;3;;;;;0;0;0;70300
TQRMNOP118788;2025;1;1;S;33;1137;2;1;38;2;6;1;3;1;1;67;2426000;0;2426000;100600
TQRMNOP118789;2025;1;41;S;8;1406;3;1;12;1;1;3;;;;;0;0;0;150000
TQRMNOP118790;2025;1;40;N;9;540;3;2;15;1;2;3;;;;;0;0;0;170500
TQRMNOP118791;2025;1;1;S;32;1476;1;2;29;2;3;3;;;;;0;0;0;238800
TQRMNOP118792;2025;1;1;S;32;809;2;1;21;2;5;1;3;2;2;30;269000;0;269000;101900
TQRMNOP118793;2025;1;1;S;33;1585;2;1;56;2;4;1;2;1;1;36;656000;0;656000;126100
TQRMNOP118794;2025;1;1;S;32;1735;3;2;4;1;1;4;;;;;;;;125000
TQRMNOP118795;2025;1;40;N;9;855;2;1;37;2;4;1;3;2;2;45;1096000;0;1096000;55600
TQRMNOP118796;2025;1;1;S;33;1685;10;1;22;2;5;2;;;;;0;113000;113000;165800
TQRMNOP118797;2025;1;1;S;32;1276;1;1;55;1;2;1;3;2;2;40;535000;0;535000;214700
TQRMNOP118798;2025;1;1;S;33;1353;2;2;48;2;6;1;3;1;1;22;1100000;53000;1153000;78300
TQRMNOP118799;2025;1;1;S;32;805;3;2;6;1;3;4;;;;;;;;64200
TQRMNOP118800;2025;1;40;S;7;772;3;2;15;1;2;3;;;;;0;131000;131000;150600
TQRMNOP118801;2025;1;43;S;19;898;1;2;78;2;1;3;;;;;0;0;0;123600
TQRMNOP118802;2025;1;43;S;30;858;1;1;34;2;3;1;2;1;1;9;714000;0;714000;189200
TQRMNOP118803;2025;1;41;N;12;1467;2;1;61;2;2;3;;;;;0;0;0;121200
TQRMNOP118804;2025;1;43;S;20;1388;1;1;54;2;5;1;3;2;1;45;2796000;47000;2843000;162500
TQRMNOP118805;2025;1;40;N;23;1392;1;1;61;2;4;1;3;3;1;36;1223000;0;1223000;110400
TQRMNOP118806;2025;1;42;S;10;941;3;1;21;1;5;1;3;1;1;39;790000;0;790000;170800
TQRMNOP118807;2025;1;1;S;33;1221;3;2;17;1;3;3;;;;;0;137000;137000;126100
TQRMNOP118808;2025;1;41;N;12;1478;3;1;20;2;3;2;;;;;0;0;0;185400
TQRMNOP118809;2025;1;42;S;10;1460;3;1;4;1;2;4;;;;;;;;124600
TQRMNOP118810;2025;1;1;S;33;1171;3;1;22;2;3;1;1;1;1;49;382000;0;382000;368100
TQRMNOP118811;2025;1;40;N;22;1276;1;1;18;1;3;3;;;;;0;0;0;202300
TQRMNOP118812;2025;1;40;N;23;900;1;2;68;2;6;3;;;;;0;0;0;310100
TQRMNOP118813;2025;1;1;S;33;1425;2;1;54;2;4;3;;;;;0;0;0;167900
TQRMNOP118814;2025;1;43;N;29;1823;3;1;16;1;2;1;3;2;2;58;-9;0;0;101400
TQRMNOP118815;2025;1;1;S;33;950;3;2;23;2;4;3;;;;;0;130000;130000;80200
TQRMNOP118816;2025;1;1;S;32;1346;5;2;16;1;3;3;;;;;0;0;0;139000
TQRMNOP118817;2025;1;42;N;25;737;1;1;31;2;5;1;3;1;1;46;904000;0;904000;191000
TQRMNOP118818;2025;1;1;S;32;1146;3;1;5;1;1;4;;;;;;;;157200
TQRMNOP118819;2025;1;1;S;32;1565;1;1;70;2;6;3;;;;;0;0;0;389700
TQRMNOP118820;2025;1;43;S;19;1177;3;2;22;2;4;1;2;3;2;37;544000;0;544000;170200
TQRMNOP118821;2025;1;41;N;12;611;3;1;9;1;2;4;;;;;;;;216000
TQRMNOP118822;2025;1;1;S;33;1031;3;2;18;2;3;3;;;;;0;0;0;80300
TQRMNOP118823;2025;1;41;N;12;541;1;2;24;2;2;1;2;1;2;28;293000;0;293000;201600
TQRMNOP118824;2025;1;44;N;2;1461;2;2;53;2;4;3;;;;;0;43000;43000;129000
